SMILES,PUBCHEM_COMPOUND_ID_TYPE,PUBCHEM_TOTAL_CHARGE,PUBCHEM_SUBSTANCE_ID,PUBCHEM_SUBSTANCE_VERSION,PUBCHEM_EXT_DATASOURCE_NAME,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_SUBSTANCE_COMMENT,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_XREF_EXT_ID,PUBCHEM_EXT_DATASOURCE_URL,PUBCHEM_CID_ASSOCIATIONS,FractionCSP3,MolWt,RingCount,TotalRing,NumBridges,nBondRings,nAtomRings,ringFusionDensity,ringFusionDegree,ringComplexityIndex,molecularCyclizedDegree,NumRingSystems,NumChiralCenters
COC(=O)C(Cc1ccc(O)cc1)NC(=O)C1CCC(=O)N1C(=O)OCc1ccccc1,0,0,49828602,3,MLSMR,MLS001075545,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-00719
MLSMR_COMPOUND_CLASS: NP","MLS001075545
SMR000646335",MLS001075545,http://mlsmr.evotec.com/MLSMR_HomePage/,16395070  1,0.30434782608695654,440.45200000000017,3,17,0,17,17,0.0,1.0,1.0,0.53125,3,2
O=C(CCC(=O)N1CC2CC(C1)c1cccc(=O)n1C2)NCc1cccc(C(F)(F)F)c1,0,0,49828601,3,MLSMR,MLS001075523,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-11743
MLSMR_COMPOUND_CLASS: NP","MLS001075523
SMR000646322",MLS001075523,http://mlsmr.evotec.com/MLSMR_HomePage/,1794777  1,0.43478260869565216,447.4570000000002,4,24,3,21,19,0.3157894736842105,2.0,1.263157894736842,0.59375,2,2
CCCOc1ccc(C(=O)NC(=S)N2CC3CC(C2)c2cccc(=O)n2C3)cc1,0,0,49828591,3,MLSMR,MLS001076856,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-34471
MLSMR_COMPOUND_CLASS: NP","MLS001076856
SMR000646642",MLS001076856,http://mlsmr.evotec.com/MLSMR_HomePage/,16398203  1,0.4090909090909091,411.52700000000016,4,24,3,21,19,0.3157894736842105,2.0,1.263157894736842,0.6551724137931034,2,2
COc1ccc(NC(=O)C(NC(=O)N2CC3CC(C2)c2cccc(=O)n2C3)C(C)C)cc1,0,0,49828487,3,MLSMR,MLS001141185,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-40237
MLSMR_COMPOUND_CLASS: NP","MLS001141185
SMR000647433",MLS001141185,http://mlsmr.evotec.com/MLSMR_HomePage/,1751687  1,0.4583333333333333,438.52800000000013,4,24,3,21,19,0.3157894736842105,2.0,1.263157894736842,0.59375,2,3
Cc1c(C)c2c(OCC(=O)NC(C(=O)[O-])c3ccccc3)cc3c(c2oc1=O)CCC(C)(C)O3,0,0,49828442,3,MLSMR,MLS001162656,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-67200
MLSMR_COMPOUND_CLASS: NP","MLS001162656
SMR000652875",MLS001162656,http://mlsmr.evotec.com/MLSMR_HomePage/,16406741  1,0.34615384615384615,464.4940000000003,4,24,2,22,20,0.2,2.0,1.2,0.5882352941176471,2,1
CC(NC(=O)C(Cc1ccccc1)n1c(=O)[nH]c2ccccc2c1=O)C(=O)N1CCC(C(=O)[O-])CC1,0,0,49828436,3,MLSMR,MLS001140708,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-59900
MLSMR_COMPOUND_CLASS: NP","MLS001140708
SMR000650352",MLS001140708,http://mlsmr.evotec.com/MLSMR_HomePage/,16403913  1,0.34615384615384615,491.5240000000003,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6111111111111112,3,2
Cc1cccc(NC(=O)C(NC(=O)N2CC3CC(C2)c2cccc(=O)n2C3)C(C)C)c1,0,0,49828434,3,MLSMR,MLS001141191,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-36850
MLSMR_COMPOUND_CLASS: NP","MLS001141191
SMR000647439",MLS001141191,http://mlsmr.evotec.com/MLSMR_HomePage/,1748969  1,0.4583333333333333,422.5290000000001,4,24,3,21,19,0.3157894736842105,2.0,1.263157894736842,0.6129032258064516,2,3
COc1cccc(NC(=O)C(NC(=O)N2CC3CC(C2)c2cccc(=O)n2C3)C(C)C)c1,0,0,49828433,3,MLSMR,MLS001141188,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-38209
MLSMR_COMPOUND_CLASS: NP","MLS001141188
SMR000647436",MLS001141188,http://mlsmr.evotec.com/MLSMR_HomePage/,1800675  1,0.4583333333333333,438.52800000000013,4,24,3,21,19,0.3157894736842105,2.0,1.263157894736842,0.59375,2,3
CCC(C)C(NC(=O)N1CC(=O)Nc2ccccc21)C(=O)N1CCCC1C(=O)[O-],0,0,49828396,3,MLSMR,MLS001159172,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-66548
MLSMR_COMPOUND_CLASS: NP","MLS001159172
SMR000651497",MLS001159172,http://mlsmr.evotec.com/MLSMR_HomePage/,16406391  1,0.5,401.44300000000027,3,17,1,16,15,0.13333333333333333,1.5,1.1333333333333333,0.5172413793103449,2,3
COc1ccccc1CNC(=O)C(C)N1C(=O)N2CCc3c([nH]c4ccccc34)C2(C)C1=O,0,0,49828375,3,MLSMR,MLS001142710,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-48587
MLSMR_COMPOUND_CLASS: NP","MLS001142710
SMR000647743",MLS001142710,http://mlsmr.evotec.com/MLSMR_HomePage/,16400602  1,0.32,446.5070000000002,5,28,3,25,22,0.2727272727272727,2.5,1.2727272727272727,0.6666666666666666,2,2
CC(C(=O)NC1CCN(Cc2ccccc2)CC1)N1C(=O)N2CCc3c([nH]c4ccccc34)C2(C)C1=O,0,0,49828374,3,MLSMR,MLS001142727,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-49282
MLSMR_COMPOUND_CLASS: NP","MLS001142727
SMR000647714",MLS001142727,http://mlsmr.evotec.com/MLSMR_HomePage/,16400934  1,0.41379310344827586,499.6150000000003,6,34,3,31,28,0.21428571428571427,2.0,1.2142857142857142,0.7567567567567568,3,2
COc1ccc2[nH]c3c(c2c1)CCN1C(=O)N(C(C)C(=O)NCCc2ccc(F)cc2)C(=O)C31C,0,0,49828341,3,MLSMR,MLS001142419,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-54082
MLSMR_COMPOUND_CLASS: NP","MLS001142419
SMR000647967",MLS001142419,http://mlsmr.evotec.com/MLSMR_HomePage/,16401830  1,0.34615384615384615,478.5240000000002,5,28,3,25,22,0.2727272727272727,2.5,1.2727272727272727,0.6285714285714286,2,2
CCCCCC(NC(=O)C1CCN(C(=O)C(NS(=O)(=O)c2ccc(C)cc2)C(C)C)CC1)C(=O)[O-],0,0,49828335,3,MLSMR,MLS001142600,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-49148
MLSMR_COMPOUND_CLASS: NP","MLS001142600
SMR000647748",MLS001142600,http://mlsmr.evotec.com/MLSMR_HomePage/,16400863  1,0.64,508.66100000000057,2,12,0,12,12,0.0,1.0,1.0,0.34285714285714286,2,2
O=C(COc1ccc2c(c1)oc(=O)c1ccccc12)NCC1CCC(C(=O)[O-])CC1,0,0,49828334,3,MLSMR,MLS001140973,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-54017
MLSMR_COMPOUND_CLASS: NP","MLS001140973
SMR000650230",MLS001140973,http://mlsmr.evotec.com/MLSMR_HomePage/,1779399  1,0.34782608695652173,408.43000000000035,4,24,2,22,20,0.2,2.0,1.2,0.6666666666666666,2,0
Cc1c(Cc2ccccc2)c(=O)oc2c(C)c(OC(C)C(=O)NCC3CCC(C(=O)[O-])CC3)ccc12,0,0,49828329,3,MLSMR,MLS001140921,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-51515
MLSMR_COMPOUND_CLASS: NP","MLS001140921
SMR000650205",MLS001140921,http://mlsmr.evotec.com/MLSMR_HomePage/,3709118  1,0.41379310344827586,490.57600000000036,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6111111111111112,3,1
O=C(COc1ccc2c(-c3ccccc3)cc(=O)oc2c1)NCC1CCC(C(=O)[O-])CC1,0,0,49828327,3,MLSMR,MLS001140969,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-50806
MLSMR_COMPOUND_CLASS: NP","MLS001140969
SMR000650189",MLS001140969,http://mlsmr.evotec.com/MLSMR_HomePage/,3337153  1,0.32,434.46800000000036,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6875,3,0
CC(C)C(C(=O)N1CCCC1)N1C(=O)N2CCc3c([nH]c4ccccc34)C2(C)C1=O,0,0,49828326,3,MLSMR,MLS001140909,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-56470
MLSMR_COMPOUND_CLASS: NP","MLS001140909
SMR000650183",MLS001140909,http://mlsmr.evotec.com/MLSMR_HomePage/,7093484  1,0.5217391304347826,408.50200000000024,5,27,3,24,21,0.2857142857142857,2.5,1.2857142857142858,0.7,2,2
Cc1c(Cc2ccccc2)c(=O)oc2c(C)c(OCC(=O)NCC3CCC(C(=O)[O-])CC3)ccc12,0,0,49828325,3,MLSMR,MLS001140997,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-52244
MLSMR_COMPOUND_CLASS: NP","MLS001140997
SMR000650172",MLS001140997,http://mlsmr.evotec.com/MLSMR_HomePage/,1806573  1,0.39285714285714285,476.5490000000004,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6285714285714286,3,0
Cc1cc(OCC(=O)NCC2CCC(C(=O)[O-])CC2)c2c(C)c(C)c(=O)oc2c1,0,0,49828324,3,MLSMR,MLS001140977,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-50063
MLSMR_COMPOUND_CLASS: NP","MLS001140977
SMR000650170",MLS001140977,http://mlsmr.evotec.com/MLSMR_HomePage/,1768614  1,0.5,400.4510000000003,3,18,1,17,16,0.125,1.5,1.125,0.5517241379310345,2,0
Cc1ccc(C2c3[nH]c4ccccc4c3CC3C(=O)N(c4ccccc4C(=O)N4CCC(C(=O)[O-])CC4)C(=O)N32)cc1,0,0,49828322,3,MLSMR,MLS001140675,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-66373
MLSMR_COMPOUND_CLASS: NP","MLS001140675
SMR000650515",MLS001140675,http://mlsmr.evotec.com/MLSMR_HomePage/,16406278  1,0.2727272727272727,561.618,7,40,3,37,34,0.17647058823529413,1.75,1.1764705882352942,0.8095238095238095,4,2
CCc1cc(=O)oc2c(C)c(OC(C)C(=O)N3CCC4(O)CCCCC4C3)ccc12,0,0,49828310,3,MLSMR,MLS001142945,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-49262
MLSMR_COMPOUND_CLASS: NP","MLS001142945
SMR000647493",MLS001142945,http://mlsmr.evotec.com/MLSMR_HomePage/,16400924  1,0.5833333333333334,413.51400000000035,4,24,2,22,20,0.2,2.0,1.2,0.6666666666666666,2,3
CCc1cc(=O)oc2c(C)c(OCC(=O)N3CCC4(O)CCCCC4C3)ccc12,0,0,49828309,3,MLSMR,MLS001142936,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-49234
MLSMR_COMPOUND_CLASS: NP","MLS001142936
SMR000647484",MLS001142936,http://mlsmr.evotec.com/MLSMR_HomePage/,11875818  1,0.5652173913043478,399.48700000000036,4,24,2,22,20,0.2,2.0,1.2,0.6896551724137931,2,2
COc1ccc(CNC(=O)C(NC(=O)C2CCN(C(=O)C([NH3+])CCSC)CC2)C(C)C)cc1,0,0,49828308,3,MLSMR,MLS001142928,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-46879
MLSMR_COMPOUND_CLASS: NP","MLS001142928
SMR000647476",MLS001142928,http://mlsmr.evotec.com/MLSMR_HomePage/,16399953  1,0.625,479.6670000000003,2,12,0,12,12,0.0,1.0,1.0,0.36363636363636365,2,2
Cc1ccc(NC(=O)CCNC(=O)N2CC3CC(C2)c2cccc(=O)n2C3)c(C)c1,0,0,49828307,3,MLSMR,MLS001142924,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-39002
MLSMR_COMPOUND_CLASS: NP","MLS001142924
SMR000647472",MLS001142924,http://mlsmr.evotec.com/MLSMR_HomePage/,1749808  1,0.43478260869565216,408.5020000000002,4,24,3,21,19,0.3157894736842105,2.0,1.263157894736842,0.6333333333333333,2,2
COc1cccc(C2c3[nH]c4ccccc4c3CC3C(=O)N(c4ccccc4C(=O)NCCCN4CCOCC4)C(=O)N32)c1,0,0,49828305,3,MLSMR,MLS001140881,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-65540
MLSMR_COMPOUND_CLASS: NP","MLS001140881
SMR000650325",MLS001140881,http://mlsmr.evotec.com/MLSMR_HomePage/,16405592  1,0.3235294117647059,593.6839999999999,7,40,3,37,34,0.17647058823529413,1.75,1.1764705882352942,0.7727272727272727,4,2
Cc1oc2cc3oc(=O)c(CC(=O)NCC(=O)NC(C(=O)[O-])c4ccccc4)c(C)c3cc2c1C,0,0,49828302,3,MLSMR,MLS001140856,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-58625
MLSMR_COMPOUND_CLASS: NP","MLS001140856
SMR000650300",MLS001140856,http://mlsmr.evotec.com/MLSMR_HomePage/,1794010  1,0.23076923076923078,475.4770000000003,4,23,2,21,19,0.21052631578947367,2.0,1.2105263157894737,0.5428571428571428,2,1
CCCCc1cc(=O)oc2cc(C)cc(OC(C)C(=O)NCC3CCC(C(=O)[O-])CC3)c12,0,0,49828301,3,MLSMR,MLS001140848,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-52116
MLSMR_COMPOUND_CLASS: NP","MLS001140848
SMR000650292",MLS001140848,http://mlsmr.evotec.com/MLSMR_HomePage/,3601082  1,0.56,442.53200000000044,3,18,1,17,16,0.125,1.5,1.125,0.5,2,1
Cc1c(OCC(=O)NCc2ccccn2)ccc2c(-c3ccccc3)cc(=O)oc12,0,0,49828293,3,MLSMR,MLS001140453,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-63396
MLSMR_COMPOUND_CLASS: NP","MLS001140453
SMR000650724",MLS001140453,http://mlsmr.evotec.com/MLSMR_HomePage/,4967301  1,0.125,400.43400000000014,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.7333333333333333,3,0
O=C([O-])C1CCCN1C(=O)c1ccccc1N1C(=O)C2Cc3c([nH]c4ccccc34)C(c3cccc(Cl)c3)N2C1=O,0,0,49828288,3,MLSMR,MLS001140666,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-66025
MLSMR_COMPOUND_CLASS: NP","MLS001140666
SMR000650506",MLS001140666,http://mlsmr.evotec.com/MLSMR_HomePage/,16405994  1,0.22580645161290322,568.009,7,39,3,36,33,0.18181818181818182,1.75,1.1818181818181819,0.8048780487804879,4,3
Cc1ccc(C2c3[nH]c4ccccc4c3CC3C(=O)N(c4ccccc4C(=O)N4CCCC4C(=O)[O-])C(=O)N32)cc1,0,0,49828278,3,MLSMR,MLS001140352,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-64522
MLSMR_COMPOUND_CLASS: NP","MLS001140352
SMR000650814",MLS001140352,http://mlsmr.evotec.com/MLSMR_HomePage/,16405290  1,0.25,547.5910000000001,7,39,3,36,33,0.18181818181818182,1.75,1.1818181818181819,0.8048780487804879,4,3
COc1cc(-c2nc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc3c2[nH]c2ccccc23)cc(OC)c1OC,0,0,49828277,3,MLSMR,MLS001140302,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-50584
MLSMR_COMPOUND_CLASS: NP","MLS001140302
SMR000650809",MLS001140302,http://mlsmr.evotec.com/MLSMR_HomePage/,5776408  1,0.2727272727272727,550.6590000000004,6,35,2,33,31,0.12903225806451613,1.5,1.1290322580645162,0.7560975609756098,4,0
COc1cccc(-c2c(NC(=O)c3ccco3)oc3ccccc3c2=O)c1,0,0,49828272,3,MLSMR,MLS001140385,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-64515
MLSMR_COMPOUND_CLASS: NP","MLS001140385
SMR000650747",MLS001140385,http://mlsmr.evotec.com/MLSMR_HomePage/,4869556  1,0.047619047619047616,361.35300000000007,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.7777777777777778,3,0
CC(C)C(NC(=O)N1c2ccccc2NC(=O)C1C(C)C)C(=O)N1CCC(C(=O)[O-])CC1,0,0,49828226,3,MLSMR,MLS001158448,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-67476
MLSMR_COMPOUND_CLASS: NP","MLS001158448
SMR000652072",MLS001158448,http://mlsmr.evotec.com/MLSMR_HomePage/,16406895  1,0.5652173913043478,443.52400000000034,3,18,1,17,16,0.125,1.5,1.125,0.5,2,2
CC(Oc1ccc2c(-c3ccccc3)cc(=O)oc2c1)C(=O)NCC(O)c1ccccc1,0,0,49828224,3,MLSMR,MLS001158060,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-59714
MLSMR_COMPOUND_CLASS: NP","MLS001158060
SMR000652484",MLS001158060,http://mlsmr.evotec.com/MLSMR_HomePage/,4838288  1,0.15384615384615385,429.47200000000015,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6875,3,2
Cc1c(C)c2c(OCC(=O)NCCN3CCOCC3)cc3c(c2oc1=O)CCC(C)(C)O3,0,0,49828220,3,MLSMR,MLS001160490,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-63923
MLSMR_COMPOUND_CLASS: NP","MLS001160490
SMR000652616",MLS001160490,http://mlsmr.evotec.com/MLSMR_HomePage/,4868839  1,0.5833333333333334,444.5280000000005,4,24,2,22,20,0.2,2.0,1.2,0.625,2,0
CCCc1cc(=O)oc2cc(OCC(=O)N3CC4CC(C3)c3cccc(=O)n3C4)ccc12,0,0,49826905,3,MLSMR,MLS001159926,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-67328
MLSMR_COMPOUND_CLASS: NP","MLS001159926
SMR000653059",MLS001159926,http://mlsmr.evotec.com/MLSMR_HomePage/,16406808  1,0.4,434.49200000000025,5,30,4,26,23,0.34782608695652173,2.5,1.3043478260869565,0.71875,2,2
Cc1c(C)c2ccc(OCC(=O)N3CC4CC(C3)c3cccc(=O)n3C4)c(C)c2oc1=O,0,0,49826903,3,MLSMR,MLS001159946,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-67623
MLSMR_COMPOUND_CLASS: NP","MLS001159946
SMR000653061",MLS001159946,http://mlsmr.evotec.com/MLSMR_HomePage/,16406974  1,0.4,434.4920000000003,5,30,4,26,23,0.34782608695652173,2.5,1.3043478260869565,0.71875,2,2
CCCc1cc(=O)oc2c(C)c(OCC(=O)N3CC4CC(C3)c3cccc(=O)n3C4)ccc12,0,0,49826869,3,MLSMR,MLS001162658,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-67589
MLSMR_COMPOUND_CLASS: NP","MLS001162658
SMR000652877",MLS001162658,http://mlsmr.evotec.com/MLSMR_HomePage/,16406956  1,0.4230769230769231,448.5190000000003,5,30,4,26,23,0.34782608695652173,2.5,1.3043478260869565,0.696969696969697,2,2
CCCCc1cc(=O)oc2cc(C)cc(OCC(=O)NC(CSCc3ccccc3)C(=O)[O-])c12,0,0,49826831,3,MLSMR,MLS001162685,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-52309
MLSMR_COMPOUND_CLASS: NP","MLS001162685
SMR000652904",MLS001162685,http://mlsmr.evotec.com/MLSMR_HomePage/,16401518  1,0.34615384615384615,482.5780000000004,3,18,1,17,16,0.125,1.5,1.125,0.47058823529411764,2,1
O=C(NCCCN1CCOCC1)c1ccccc1N1C(=O)C2Cc3c([nH]c4ccccc34)C(c3ccc(F)cc3)N2C1=O,0,0,49826823,3,MLSMR,MLS001140705,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-65478
MLSMR_COMPOUND_CLASS: NP","MLS001140705
SMR000650349",MLS001140705,http://mlsmr.evotec.com/MLSMR_HomePage/,16405539  1,0.30303030303030304,581.6479999999999,7,40,3,37,34,0.17647058823529413,1.75,1.1764705882352942,0.7906976744186046,4,2
CCC(NC(=O)Cc1c(C)c2ccc(OC)c(C)c2oc1=O)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)[O-],0,0,49826821,3,MLSMR,MLS001140720,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-60464
MLSMR_COMPOUND_CLASS: NP","MLS001140720
SMR000650364",MLS001140720,http://mlsmr.evotec.com/MLSMR_HomePage/,4839224  1,0.3333333333333333,527.9810000000003,3,18,1,17,16,0.125,1.5,1.125,0.43243243243243246,2,2
NC(=O)CCC(NC(=O)C(Cc1ccccc1)n1c(=O)[nH]c2ccccc2c1=O)C(=O)N1CCCC1C(=O)[O-],0,0,49826805,3,MLSMR,MLS001140785,"http://mlsmr.evotec.com/MLSMR_HomePage/pdf/pubchem_reference.pdf
MLSMR_SAMPLE_SUPPLIER: InterBioScreen
MLSMR_SUPPLIER_STRUCTURE_ID: STOCK1N-59766
MLSMR_COMPOUND_CLASS: NP","MLS001140785
SMR000650425",MLS001140785,http://mlsmr.evotec.com/MLSMR_HomePage/,16403870  1,0.3333333333333333,534.5490000000004,4,23,1,22,21,0.09523809523809523,1.3333333333333333,1.0952380952380953,0.5384615384615384,3,3
